age,employment_status,income,credit_history,savings_account,num_existing_loans,loan_amount,loan_duration_months,debt_ratio,payment_history_score,housing,purpose,creditworthy
34,retired,15308.34,no credits,$5000-$10000,1,8581.25,6,1.304,74.3,rent,furniture,1
47,employed,20371.64,existing paid duly,< $1000,2,5805.52,12,0.352,22.1,own,furniture,1
35,self-employed,55993.13,no credits,$5000-$10000,0,15396.79,6,0.347,74.9,rent,appliances,1
24,student,8656.87,critical account,> $10000,4,1159.41,36,0.037,40.7,own,furniture,0
52,retired,38286.66,existing paid duly,< $1000,1,17224.23,24,0.284,66.1,rent,car,1
53,self-employed,39836.24,existing paid duly,$1000-$5000,1,16992.21,48,0.109,68.3,own,education,1
25,retired,26487.24,all paid duly,< $1000,1,18706.51,60,0.169,59.5,rent,car,1
33,retired,26626.79,existing paid duly,$1000-$5000,0,2244.86,24,0.033,94.9,own,education,1
31,unemployed,8200.41,existing paid duly,none,0,2601.29,12,0.212,,own,other,0
52,employed,56723.25,no credits,$1000-$5000,1,18394.61,6,0.683,52.5,own,other,1
56,employed,57209.86,critical account,< $1000,1,10256.01,48,0.027,44.8,rent,business,0
56,employed,50156.72,existing paid duly,$1000-$5000,1,8558.13,12,0.2,72.0,free,other,1
66,employed,,delay in past,none,1,12263.19,48,0.083,43.5,rent,appliances,0
58,employed,39368.9,all paid duly,$1000-$5000,0,1642.37,48,0.01,73.6,rent,other,1
35,employed,23457.88,all paid duly,< $1000,0,13052.47,24,0.25,81.9,own,appliances,1
24,self-employed,37332.3,delay in past,$1000-$5000,0,18929.12,24,0.289,74.2,rent,other,0
50,self-employed,40679.46,delay in past,< $1000,1,14360.36,60,0.088,58.5,rent,car,0
65,student,4852.88,existing paid duly,none,2,10514.28,36,0.563,69.4,own,car,1
68,employed,51928.8,no credits,< $1000,1,20199.04,36,0.147,85.3,own,car,1
30,employed,63846.89,delay in past,> $10000,0,13926.07,18,0.095,50.5,own,business,1
31,unemployed,6139.6,all paid duly,< $1000,0,1610.73,24,0.16,89.2,own,other,1
20,student,8793.64,all paid duly,$1000-$5000,0,13565.91,18,1.077,84.7,own,other,1
26,retired,15313.47,existing paid duly,none,0,1664.07,60,0.014,80.6,rent,appliances,1
47,student,7146.22,no credits,$1000-$5000,3,7464.63,24,0.569,62.0,rent,appliances,0
46,retired,18201.23,no credits,< $1000,1,13131.12,36,0.259,49.5,own,education,1
37,employed,54479.86,no credits,< $1000,0,4704.51,6,0.189,86.3,free,furniture,1
34,employed,34309.09,critical account,< $1000,1,1306.92,48,0.01,62.1,rent,business,1
61,employed,60933.65,all paid duly,none,1,13177.6,18,0.157,62.3,rent,car,1
42,self-employed,47527.88,existing paid duly,< $1000,1,6377.93,36,0.052,73.2,free,appliances,1
60,retired,18543.33,critical account,< $1000,1,11437.44,6,0.959,26.9,rent,business,0
68,employed,25260.44,existing paid duly,< $1000,1,5871.96,48,0.039,85.9,own,car,1
35,self-employed,,existing paid duly,> $10000,0,13885.36,36,0.099,74.4,free,business,1
29,employed,59099.69,existing paid duly,< $1000,0,17966.18,24,0.151,100.0,own,education,1
67,employed,49304.81,existing paid duly,$5000-$10000,2,2406.82,18,0.028,64.6,own,appliances,1
51,employed,80261.6,existing paid duly,< $1000,1,16624.88,18,0.166,97.7,own,appliances,1
33,employed,67519.15,critical account,none,1,3721.05,18,0.022,64.4,rent,car,0
50,retired,21416.77,delay in past,< $1000,1,7269.67,12,0.39,59.6,free,appliances,0
45,employed,39991.07,existing paid duly,< $1000,3,8588.92,24,0.096,,own,car,1
65,student,9315.15,all paid duly,< $1000,0,4523.04,24,0.129,83.7,rent,furniture,1
32,self-employed,36748.05,critical account,$5000-$10000,1,2065.42,18,0.048,35.2,own,education,0
69,employed,63369.04,all paid duly,$1000-$5000,0,15485.49,36,0.091,100.0,rent,appliances,1
66,employed,50695.21,delay in past,$1000-$5000,3,18372.1,18,0.162,34.3,own,other,0
28,student,8718.08,all paid duly,< $1000,1,20935.16,6,1.5,79.1,rent,car,1
27,employed,55819.52,delay in past,< $1000,0,18724.78,48,0.105,44.9,rent,business,1
46,retired,38471.77,delay in past,$1000-$5000,2,9873.08,18,0.195,18.9,own,appliances,0
21,employed,47692.55,existing paid duly,none,0,3101.07,36,0.013,85.5,free,other,1
34,self-employed,49942.67,all paid duly,none,2,779.52,60,0.01,100.0,free,car,1
41,student,12224.41,delay in past,< $1000,2,11951.05,36,0.359,38.6,own,car,0
68,employed,60238.92,existing paid duly,none,2,19009.15,24,0.194,88.5,rent,education,1
69,employed,39944.57,all paid duly,$1000-$5000,0,5724.12,24,0.048,53.5,rent,other,1
26,retired,24043.57,existing paid duly,none,2,4817.29,48,0.043,70.4,own,furniture,1
64,employed,48077.25,existing paid duly,none,2,9965.55,48,0.032,67.7,own,education,1
23,employed,50698.55,existing paid duly,$5000-$10000,0,17923.89,12,0.312,71.6,rent,other,1
57,employed,23633.55,all paid duly,> $10000,0,9307.64,24,0.2,83.5,rent,furniture,1
62,employed,20705.87,existing paid duly,< $1000,2,16052.19,48,0.1,68.6,rent,business,1
64,unemployed,6204.72,critical account,< $1000,1,9995.22,48,0.408,28.0,rent,other,0
30,unemployed,5961.07,no credits,$1000-$5000,1,8161.33,12,1.382,68.0,rent,furniture,0
64,employed,34859.77,existing paid duly,none,0,9097.79,18,0.15,94.5,own,car,1
24,student,9777.19,existing paid duly,,3,17806.38,24,1.106,59.6,own,furniture,0
45,employed,42339.37,critical account,none,1,15971.46,12,0.229,75.6,own,business,0
42,employed,48093.22,existing paid duly,< $1000,1,9365.25,36,0.035,58.6,own,car,1
35,self-employed,29717.68,delay in past,> $10000,2,6290.39,24,0.095,54.3,rent,car,0
20,retired,20122.21,all paid duly,$1000-$5000,1,3373.63,12,0.155,92.3,rent,car,1
58,employed,54249.31,existing paid duly,> $10000,2,579.38,18,0.01,64.7,own,education,1
36,employed,54370.5,critical account,$1000-$5000,1,2843.95,48,0.017,59.9,rent,appliances,1
52,employed,33587.96,critical account,$1000-$5000,2,4081.86,48,0.021,44.8,own,education,0
39,student,8452.65,existing paid duly,$1000-$5000,0,13953.79,48,0.295,66.3,own,appliances,1
38,employed,79631.85,existing paid duly,$1000-$5000,3,18916.76,48,0.068,94.7,free,other,1
64,employed,44722.83,existing paid duly,< $1000,0,14870.44,60,0.082,51.7,own,business,1
23,unemployed,6816.46,no credits,< $1000,0,14603.04,24,0.993,59.8,rent,business,0
56,employed,42263.24,critical account,< $1000,1,20883.71,6,0.509,45.1,own,car,0
57,employed,46451.79,delay in past,< $1000,0,19270.66,48,0.081,64.4,own,furniture,0
38,employed,42619.1,existing paid duly,< $1000,0,5742.52,24,0.046,75.8,rent,car,1
32,employed,44506.16,all paid duly,none,1,3495.94,18,0.048,79.7,rent,education,1
19,employed,22265.71,all paid duly,$1000-$5000,1,3663.78,60,0.034,77.5,rent,other,1
66,student,5304.63,all paid duly,< $1000,0,17964.33,18,1.5,100.0,rent,furniture,1
67,self-employed,49282.1,delay in past,< $1000,2,2745.34,48,0.013,54.3,rent,car,1
31,self-employed,48992.12,existing paid duly,< $1000,1,7489.45,24,0.085,54.3,rent,appliances,1
20,retired,19244.01,all paid duly,none,2,11925.93,6,0.863,65.3,own,other,1
25,employed,42212.04,existing paid duly,> $10000,1,13085.4,48,0.051,97.2,own,appliances,1
22,employed,45960.98,critical account,< $1000,0,12116.79,36,0.101,22.1,rent,car,0
61,retired,31471.07,all paid duly,< $1000,0,15834.95,24,0.133,86.9,rent,education,1
64,employed,43437.42,existing paid duly,none,1,12230.42,24,0.087,94.3,own,furniture,1
26,unemployed,10257.18,existing paid duly,$5000-$10000,1,17950.18,12,0.891,79.8,own,business,0
57,unemployed,7293.96,all paid duly,$1000-$5000,1,2257.8,12,0.292,68.4,own,business,1
28,employed,54010.51,existing paid duly,< $1000,1,18112.32,6,0.657,51.7,own,appliances,1
37,employed,50917.75,existing paid duly,< $1000,0,12005.06,12,0.218,100.0,own,car,1
49,employed,58636.62,all paid duly,$1000-$5000,1,5089.54,18,0.048,63.3,rent,other,1
55,employed,56237.0,all paid duly,> $10000,1,20544.29,24,0.169,72.0,rent,car,1
63,employed,54272.59,delay in past,< $1000,3,21648.54,12,0.261,56.7,free,car,0
21,employed,43449.93,all paid duly,none,1,17841.24,24,0.238,,rent,appliances,1
29,unemployed,9771.56,existing paid duly,none,2,20103.74,12,1.5,80.3,own,education,0
33,retired,32933.47,existing paid duly,none,0,7951.76,12,0.225,43.6,rent,education,1
34,student,6174.19,delay in past,$1000-$5000,3,5683.52,60,0.147,46.2,rent,furniture,0
69,employed,35102.58,delay in past,> $10000,3,4676.62,60,0.03,62.2,rent,car,1
58,employed,47857.54,delay in past,> $10000,2,19292.15,48,0.066,,own,car,1
35,employed,51540.66,existing paid duly,$1000-$5000,1,17450.28,6,0.512,59.7,rent,appliances,1
68,employed,32020.32,existing paid duly,none,1,20609.71,36,0.269,51.6,own,car,1
44,retired,23371.99,existing paid duly,,0,17040.92,12,0.473,73.8,own,other,1
44,employed,43519.52,existing paid duly,< $1000,1,13472.69,24,0.091,46.4,own,appliances,1
41,employed,,existing paid duly,< $1000,3,3765.67,48,0.087,93.1,own,appliances,1
26,student,7385.14,all paid duly,,0,3714.53,18,0.325,84.8,rent,appliances,1
66,employed,42522.24,existing paid duly,none,2,10710.85,60,0.049,57.5,own,business,1
19,employed,42475.39,existing paid duly,$5000-$10000,1,16245.61,36,0.08,51.0,own,education,1
27,employed,67300.65,no credits,> $10000,1,4072.81,18,0.043,58.6,rent,other,1
30,self-employed,29872.47,all paid duly,,1,19270.22,6,0.895,53.9,rent,furniture,1
33,unemployed,6402.44,delay in past,$1000-$5000,0,13833.92,48,0.679,58.9,own,car,0
25,employed,4000.0,existing paid duly,< $1000,2,7249.03,24,0.616,55.5,own,education,1
19,retired,19960.3,delay in past,none,1,18660.93,6,0.96,57.2,own,car,0
53,student,6892.2,existing paid duly,$1000-$5000,1,12781.96,12,1.5,,rent,business,1
68,student,6572.06,delay in past,$1000-$5000,2,16276.25,60,0.327,67.4,rent,other,0
25,employed,62445.92,delay in past,$5000-$10000,2,8817.74,12,0.142,54.5,own,business,1
34,employed,58554.73,no credits,none,1,8582.95,60,0.02,90.3,free,car,1
44,student,,critical account,< $1000,3,857.95,36,0.029,59.9,rent,car,0
66,employed,39162.84,no credits,< $1000,1,11538.54,18,0.126,74.6,rent,furniture,1
54,self-employed,70676.65,existing paid duly,$1000-$5000,0,15335.54,18,0.122,75.7,own,car,1
58,unemployed,8937.76,delay in past,$1000-$5000,0,19392.08,36,0.44,,free,education,0
48,employed,,all paid duly,> $10000,0,17898.42,18,0.286,64.2,own,appliances,1
40,unemployed,4000.0,existing paid duly,< $1000,1,2306.14,6,0.758,93.1,own,business,0
29,retired,20292.96,existing paid duly,,0,19620.14,12,1.114,80.9,own,business,1
63,unemployed,11377.13,no credits,none,1,3585.62,48,0.085,82.4,own,furniture,0
60,employed,80855.48,no credits,< $1000,0,1301.73,36,0.01,59.4,own,car,1
20,student,8172.51,no credits,< $1000,0,15104.13,24,0.523,99.2,own,business,0
55,employed,32945.65,no credits,$1000-$5000,0,18164.79,12,0.287,65.9,own,furniture,1
23,unemployed,5267.36,existing paid duly,< $1000,3,21873.88,24,1.411,55.6,own,furniture,0
56,student,9545.47,existing paid duly,< $1000,2,18245.74,36,0.563,59.7,rent,business,1
61,unemployed,4000.0,existing paid duly,$1000-$5000,1,4720.45,6,1.5,98.3,rent,furniture,0
25,employed,53667.94,existing paid duly,$5000-$10000,0,3503.06,60,0.017,50.0,rent,car,1
41,employed,57878.96,no credits,< $1000,0,1649.89,48,0.01,56.5,own,education,1
25,employed,51871.4,all paid duly,< $1000,0,11848.4,18,0.086,100.0,own,furniture,1
47,employed,41540.33,delay in past,$1000-$5000,1,10500.85,48,0.04,66.9,rent,business,0
66,employed,53897.82,critical account,$1000-$5000,2,2894.13,36,0.01,21.8,rent,car,0
23,self-employed,55111.08,existing paid duly,$5000-$10000,0,9564.13,36,0.035,50.5,own,appliances,1
39,employed,32744.55,no credits,none,1,12140.95,12,0.342,39.9,free,education,1
68,unemployed,14828.8,delay in past,< $1000,3,16787.26,48,0.159,51.7,rent,car,0
34,retired,21045.89,critical account,$5000-$10000,2,9434.54,24,0.123,48.1,rent,car,0
25,employed,57218.1,existing paid duly,< $1000,0,6707.87,48,0.017,97.3,rent,other,1
43,unemployed,4000.0,all paid duly,< $1000,0,13480.74,12,1.5,47.9,own,education,0
44,self-employed,75231.77,no credits,> $10000,2,15226.6,18,0.07,46.1,free,appliances,1
52,employed,68133.03,existing paid duly,none,2,6350.69,60,0.024,67.8,free,other,1
35,employed,45469.88,critical account,$1000-$5000,0,886.55,24,0.01,85.2,rent,furniture,0
67,unemployed,10760.13,existing paid duly,$5000-$10000,3,21782.11,6,1.5,85.9,rent,education,0
45,retired,28691.53,all paid duly,none,3,17512.3,48,0.134,88.7,free,business,1
33,unemployed,6975.23,existing paid duly,$1000-$5000,3,5084.76,12,0.665,48.0,rent,appliances,0
67,retired,28595.83,delay in past,< $1000,2,12683.53,48,0.093,11.8,own,furniture,0
66,retired,17207.5,existing paid duly,$5000-$10000,1,12706.55,48,0.164,70.7,own,other,1
44,employed,35412.08,delay in past,$5000-$10000,0,2956.78,6,0.129,48.2,rent,education,1
20,self-employed,72510.37,existing paid duly,$5000-$10000,1,4449.18,24,0.023,65.2,rent,appliances,1
49,employed,60350.86,all paid duly,none,0,19155.78,60,0.033,75.2,own,car,1
47,retired,18066.45,existing paid duly,$1000-$5000,2,11446.83,60,0.131,56.5,own,education,1
26,employed,33446.17,existing paid duly,$5000-$10000,0,4233.12,24,0.063,52.4,free,car,1
51,employed,34831.85,critical account,$1000-$5000,1,16855.34,36,0.167,60.0,own,other,1
61,student,10051.39,existing paid duly,$1000-$5000,1,10159.99,24,0.632,54.0,own,car,1
24,employed,29250.24,existing paid duly,none,0,12949.04,12,0.389,65.0,rent,business,1
55,unemployed,10123.64,existing paid duly,$5000-$10000,1,6616.34,36,0.262,69.3,own,car,1
26,employed,56762.84,existing paid duly,none,1,1710.59,18,0.017,82.7,own,car,1
57,retired,23258.74,existing paid duly,< $1000,0,3716.41,18,0.094,54.7,rent,furniture,1
40,retired,32484.54,delay in past,$5000-$10000,0,19474.22,18,0.402,67.6,free,appliances,0
19,employed,40207.11,existing paid duly,> $10000,1,13292.97,48,0.056,59.6,own,car,1
68,unemployed,8326.35,existing paid duly,> $10000,0,16706.16,12,1.35,67.1,own,appliances,0
27,employed,29608.37,existing paid duly,< $1000,0,919.63,12,0.028,99.6,own,appliances,1
49,self-employed,70512.63,no credits,none,1,16197.84,6,0.255,52.6,rent,other,1
28,self-employed,38049.33,existing paid duly,< $1000,3,11450.05,12,0.207,83.0,own,business,1
66,student,8979.36,existing paid duly,none,0,13473.5,60,0.34,88.1,own,business,1
56,employed,43876.77,existing paid duly,$5000-$10000,2,8233.5,18,0.109,75.6,rent,education,1
60,employed,28418.67,delay in past,$1000-$5000,1,13237.29,12,0.243,47.9,free,car,0
41,unemployed,7081.33,delay in past,< $1000,3,1373.77,60,0.021,88.3,own,education,0
42,self-employed,77168.27,delay in past,none,2,1527.88,6,0.049,49.8,rent,appliances,0
51,employed,48176.11,existing paid duly,< $1000,2,17685.04,24,0.232,73.7,rent,car,0
59,employed,29105.88,all paid duly,,1,3073.43,48,0.027,75.9,own,car,1
62,employed,49808.92,delay in past,$1000-$5000,0,772.69,36,0.01,52.7,rent,education,1
19,student,7590.88,existing paid duly,none,0,18292.9,12,1.5,87.4,own,appliances,1
52,employed,99401.23,existing paid duly,none,0,5677.87,36,0.014,65.0,own,furniture,1
24,employed,49490.7,existing paid duly,< $1000,2,13042.1,24,0.149,32.0,own,appliances,1
33,retired,20802.75,delay in past,none,1,17701.82,36,0.264,59.2,own,furniture,0
61,employed,67365.44,all paid duly,> $10000,0,15045.19,12,0.251,62.6,rent,education,1
31,unemployed,4000.0,existing paid duly,$1000-$5000,2,1550.17,48,0.076,83.4,rent,other,1
59,employed,46485.54,all paid duly,none,2,12582.35,24,0.162,82.0,rent,furniture,1
42,student,13584.4,existing paid duly,$1000-$5000,1,11618.31,36,0.24,87.0,rent,education,1
30,unemployed,,existing paid duly,< $1000,1,7692.89,60,0.148,52.9,own,other,0
36,retired,9440.27,existing paid duly,< $1000,1,15954.2,48,0.376,60.4,free,car,1
46,employed,38764.29,existing paid duly,$1000-$5000,2,21227.92,36,0.178,63.9,rent,car,1
58,employed,67908.66,critical account,none,0,3370.14,12,0.06,8.3,own,other,0
49,unemployed,10184.62,delay in past,< $1000,1,3498.46,6,0.594,70.0,rent,education,0
66,employed,31788.02,existing paid duly,$5000-$10000,0,14827.35,24,0.29,40.7,rent,other,1
63,employed,34207.43,critical account,$5000-$10000,1,9829.18,6,0.468,54.8,own,appliances,0
57,employed,36184.72,existing paid duly,< $1000,0,16006.77,36,0.112,77.6,own,education,1
49,retired,27034.06,delay in past,$1000-$5000,1,3413.56,36,0.031,46.4,own,education,0
33,unemployed,13215.32,all paid duly,< $1000,2,1404.94,24,0.027,88.2,free,education,1
40,self-employed,71154.1,all paid duly,$1000-$5000,0,14109.71,12,0.234,87.7,rent,car,1
25,unemployed,10436.44,all paid duly,< $1000,1,20891.71,48,0.282,74.8,rent,furniture,1
38,employed,24026.6,all paid duly,$1000-$5000,2,2583.42,24,0.041,87.4,free,appliances,1
66,employed,24085.06,existing paid duly,none,2,19090.05,24,0.277,83.2,own,other,1
40,employed,53398.72,all paid duly,> $10000,2,8814.46,24,0.09,65.0,free,other,1
24,self-employed,27512.43,existing paid duly,$5000-$10000,0,827.4,6,0.075,76.2,own,other,1
52,employed,41447.32,all paid duly,< $1000,0,10445.42,36,0.097,34.7,rent,car,1
68,retired,26554.86,all paid duly,$1000-$5000,1,6234.54,6,0.355,47.3,own,education,1
63,student,4814.74,critical account,none,2,15423.5,24,1.381,45.2,own,car,0
32,employed,28867.87,existing paid duly,$1000-$5000,1,6418.33,12,0.155,62.5,own,business,1
42,self-employed,50287.0,critical account,< $1000,2,10882.47,12,0.268,19.6,own,other,0
46,employed,52932.49,existing paid duly,none,2,4852.12,12,0.055,69.0,own,appliances,1
31,retired,32916.76,no credits,$1000-$5000,1,17480.38,6,1.339,,own,appliances,0
32,retired,29099.25,existing paid duly,< $1000,4,22255.1,48,0.22,52.2,rent,furniture,1
31,retired,24618.72,existing paid duly,< $1000,1,8783.3,48,0.095,40.5,free,education,1
69,employed,33247.43,no credits,< $1000,1,9715.82,6,0.654,34.6,own,furniture,1
57,employed,28133.21,delay in past,none,0,19662.33,6,1.078,63.3,own,education,0
61,employed,36953.69,existing paid duly,none,0,3271.25,36,0.022,62.4,rent,furniture,1
60,employed,51456.49,delay in past,$1000-$5000,0,16268.08,6,0.509,67.5,rent,appliances,1
67,employed,50301.82,existing paid duly,$1000-$5000,0,11561.93,24,0.074,62.2,rent,education,1
24,employed,11926.54,existing paid duly,none,0,17674.32,12,1.5,76.4,free,business,1
63,retired,17400.31,all paid duly,< $1000,2,6822.59,24,0.172,79.7,own,appliances,1
22,employed,63970.99,critical account,$1000-$5000,1,6588.83,60,0.025,35.8,own,furniture,1
43,employed,46247.64,existing paid duly,$1000-$5000,1,7196.16,12,0.187,71.7,free,business,1
49,student,4032.38,all paid duly,$5000-$10000,1,865.52,60,0.027,74.0,rent,appliances,1
37,self-employed,94875.95,no credits,< $1000,0,3812.91,48,0.01,47.9,rent,other,1
26,unemployed,8908.83,existing paid duly,< $1000,2,21883.88,60,0.406,83.8,free,car,0
28,self-employed,58994.88,critical account,$1000-$5000,1,5622.22,36,0.019,63.7,own,business,1
61,retired,27356.01,critical account,< $1000,1,932.8,48,0.01,64.9,own,furniture,0
35,self-employed,45309.76,delay in past,none,0,5931.54,24,0.071,40.0,own,furniture,0
34,employed,33540.71,critical account,none,1,8886.79,48,0.071,21.8,rent,car,0
66,unemployed,15683.28,delay in past,$5000-$10000,1,11740.94,12,0.655,40.0,rent,education,0
26,employed,60800.49,all paid duly,none,2,2020.74,36,0.013,78.8,own,furniture,1
65,employed,57945.51,existing paid duly,$1000-$5000,1,16709.03,24,0.142,69.1,own,business,1
65,employed,54076.55,no credits,$1000-$5000,3,19086.87,6,0.914,52.0,rent,furniture,1
49,employed,29197.75,all paid duly,< $1000,2,5122.29,12,0.202,55.4,own,car,1
27,unemployed,13024.22,existing paid duly,$5000-$10000,6,20889.9,12,1.5,70.9,rent,appliances,0
